"project","organization","location","latitude","longitude","buffer_radius_m","date_detected","field_of_view","scientific_name","common_name","species_rank","species_class","age_class","sex","number_individuals","id_by","daily_weather_station_nm","daily_weather_station_elevation","daily_weather_station_distance","daily_min_temp","daily_max_temp","daily_mean_temp","daily_total_rain_mm","daily_total_snow_cm","daily_precipitation_mm","daily_snow_on_ground_cm","hourly_weather_station_nm","hourly_weather_station_elevation","hourly_weather_station_distance","hourly_temp","hourly_dew_point","hourly_rel_humidity","hourly_precipitation_mm","hourly_wind_direction","hourly_wind_speed","hourly_visibility_km","hourly_station_pressure","hourly_humidex","hourly_wind_chill","hourly_weather_attributes","camera_make","camera_model","serial_number","image_comments","tag_comments"
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2020-08-16 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",7.4,14.7,11.1,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",10,4.9,70,NA,6,10,NA,100.77,NA,NA,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2020-08-17 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",2.1,14.3,8.2,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",12.2,2.3,51,NA,5,7,NA,100.8,NA,NA,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2020-08-18 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE CS","81.70m","38km",8,16.7,12.3,NA,NA,0,NA,"FORT GOOD HOPE CS","81.70m","38km",13.6,6.4,62,0,7,7,NA,100.39,NA,NA,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2020-08-19 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",6.5,19.4,13,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",16.4,5.6,48,NA,11,13,NA,100.37,NA,NA,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2020-08-20 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",4.2,20.8,12.5,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",18.3,4.8,41,NA,11,28,NA,100.3,NA,NA,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2020-08-21 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",5.5,21.8,13.7,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",18.5,7.7,49,NA,14,21,NA,100.27,NA,NA,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2020-08-22 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",6,21.9,14,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",17.9,8.4,53,NA,3,7,NA,100.29,NA,NA,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2020-08-23 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",5.6,24.4,15,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",20.4,9.1,48,NA,13,16,NA,100.08,NA,NA,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2020-08-24 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",9.2,21.7,15.5,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",15.5,10.1,70,NA,34,5,NA,99.91,NA,NA,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2020-08-25 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",9.7,21.4,15.6,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",17.6,10.8,64,NA,33,7,NA,99.61,NA,NA,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2020-08-26 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",7.6,16.2,11.9,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",11.3,7.4,77,NA,2,5,NA,100.03,NA,NA,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2020-08-27 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",3.3,13.2,8.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",8.2,4.2,76,NA,4,13,NA,100.74,NA,NA,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2020-08-28 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",2.9,14,8.5,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",11.3,2.3,54,NA,7,21,NA,100.59,NA,NA,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2020-08-29 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-2.8,16.1,6.7,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",10.6,1.7,54,NA,34,6,NA,100.47,NA,NA,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2020-08-30 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",1.5,19.2,10.4,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",11.7,4,59,NA,4,6,NA,99.53,NA,NA,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-04-15 04:16:24","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-6.8,9.9,1.6,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-04-15 04:16:24","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-6.8,9.9,1.6,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-04 20:13:45","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-6,6.6,0.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-04 20:13:46","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-6,6.6,0.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:46:56","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:46:57","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:46:58","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:47:13","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:47:14","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:47:15","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:47:51","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:47:51","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:47:52","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:47:53","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:47:54","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:47:55","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:48:02","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:48:03","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:48:03","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:48:07","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:48:08","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:48:09","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:48:11","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:48:12","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:48:12","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:48:21","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:48:21","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:48:22","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:48:30","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:48:30","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:48:31","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:48:36","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:48:37","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:48:37","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:49:33","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:49:34","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:49:34","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:49:38","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:49:39","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:49:39","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:49:40","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-13",66.01791,-129.269817,NA," 2021-05-17 20:49:41","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",0.8,11.8,6.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RECONYX","HF2 PRO COVERT","HLPXGM10050845","",""
